❤️douyu(ljk播放器),#genre#
影院,http://zzy789.xyz/douyu1.php?id=9249162
影院,http://epg.112114.xyz/douyu/9249162
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8#isVideo=true#
音乐🎤🎸,#genre#
SNH48,http://117.148.179.163/PLTV/88888888/224/3221231622/index.m3u8
秋月剪水,http://zzy789.xyz/douyu1.php?id=9588891
大立k歌,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
台湾番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
時装模特,http://juyunlive.juyun.tv/live/24950198.m3u8
7师傅+清晨醒脑！T_ARA根本停不下来！,http://zzy789.xyz/douyu1.php?id=17732
大神级现场,http://121.51.14.14/tx.hls.huya.com/src/1099531753573-1099531753573-86439639920934912-2199063630602-10057-A-0-1.flv?wsSecret=0a67306e8bdbbaf99ac03d3d923dd48d&wsTime=623f0447&u=0&seqid=16482106295300000&ctype=tars_mobile&fs=bgct&t=103
音乐榜,http://txtest-xp2p.p2p.huya.com/src/1099531740260-1099531740260-86382461021323264-2199063603976-10057-A-0-1.xs
音乐小石榴,http://txtest-xp2p.p2p.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1.xs
音乐小石榴,http://121.51.14.14/tx.hls.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1.flv?wsSecret=988b6c0b32e052353bb25cbd944a3e4c&wsTime=623f04d1&u=0&seqid=16482107681740000&ctype=tars_mobile&fs=bgct&t=103
咦那是什么+【女团】精选韩国现场饭拍MV,http://zzy789.xyz/douyu1.php?id=231464
朴素妍,http://zzy789.xyz/douyu1.php?id=603070
韩国女团,http://zzy789.xyz/douyu1.php?id=231464
24H女团,http://zzy789.xyz/douyu1.php?id=3870925
中午怪蜀黍+【HiFi4.0】女团+车模+写,http://zzy789.xyz/douyu1.php?id=427397
kpop女团,http://zzy789.xyz/douyu1.php?id=329667
TARA皇冠灬尐魔魚+未曾相逢先一笑，初会便已许平...,http://zzy789.xyz/douyu1.php?id=3221207
娱乐扒叔+娱乐扒叔的直播间,http://zzy789.xyz/douyu1.php?id=9624581
Sone少女时代+【十四周年】最强女团，没有之一,http://zzy789.xyz/douyu1.php?id==211561
音乐速递,http://zzy789.xyz/douyu1.php?id=4846936
Rabbit每日爆料+Rabbit每日爆料的直播...,http://zzy789.xyz/douyu1.php?id=9685652
Sone少女时代+【十四周年】最强女团，没有之一,http://epg.112114.xyz/douyu/211561
柒柒Lovely+轮播，想要走近你的心,http://zzy789.xyz/douyu1.php?id=10004268
十四小天使w+嗓子发炎肿啦今天休息啦是录播哦大家...,http://zzy789.xyz/douyu1.php?id=5943125
喵喵音乐台+时尚网红神曲这里都有,http://zzy789.xyz/douyu1.php?id=9568091
7师傅+清晨醒脑！T_ARA根本停不下来！,http://zzy789.xyz/douyu1.php?id=17732
咦那是什么+【女团】精选韩国现场饭拍MV,http://epg.112114.xyz/douyu/231464
中午怪蜀黍+【HiFi4.0】女团+车模+写,http://zzy789.xyz/douyu1.php?id=427397
我们可爱的程程+【蓝光女团】Kpop女团点播直播...,http://zzy789.xyz/douyu1.php?id=329667
心系朴素妍+心系朴素妍的音乐直播间,http://zzy789.xyz/douyu1.php?id=603070
【音乐世界】唯一音乐小魔王,http://zzy789.xyz/douyu1.php?id=9642552
小6音乐站+听潮流音乐，品百味人生！,http://zzy789.xyz/douyu1.php?id=10375824
音乐Wu哥+【音乐Wu哥】潮流音乐大盘点,http://zzy789.xyz/douyu1.php?id=8667755
音乐榜,http://121.51.14.14/tx.hls.huya.com/src/1099531740260-1099531740260-86382461021323264-2199063603976-10057-A-0-1.flv?wsSecret=a47233b4569d5cc00cfc547647c7861a&wsTime=6246d9ed&u=0&seqid=16487240753730000&ctype=tars_mobile&fs=bgct&t=103
夏黙念生 【周杰伦】 青春 记忆 旧时光,http://121.51.14.14/tx.hls.huya.com/src/1199522642372-1199522642372-5268923234278965248-2399045408200-10057-A-0-1.flv?wsSecret=551e8cb8a17f09d0f92861d275f5036d&wsTime=6246d9b7&u=0&seqid=16487240211610000&ctype=tars_mobile&txyp=o%3Aw2%3B&fs=bgct&t=103
JSJ杰思-流行热门,http://121.51.14.14/tx.hls.huya.com/src/1199549367120-1199549367120-5383705152932806656-2399098857696-10057-A-0-1.flv?wsSecret=8064246da582f4feacbad661d7c3ff8c&wsTime=623f0419&u=0&seqid=16482105834240000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&t=103
翻唱不翻车,http://121.51.14.14/tx.hls.huya.com/src/1099531753566-1099531753566-86439609856163840-2199063630588-10057-A-0-1.flv?wsSecret=3fa25f0c6aca5a91837de68305bec5cd&wsTime=623f02f0&u=0&seqid=16482102871140000&ctype=tars_mobile&fs=bgct&t=103
宇臣-何小七 开守护四倍亲密啦,http://txtest-xp2p.p2p.huya.com/src/1716704693-1716704693-7373190513324720128-3433532842-10057-A-0-1.xs?wsSecret=b2be42a7c16d25042538594cbcf847c8&wsTime=6246ccb7&u=0&seqid=16487206934670000&ctype=tars_mobile&fs=bgct&t=103
养猪仙人i zxsf,http://txtest-xp2p.p2p.huya.com/src/2258043562-2258043562-9698223251733348352-4516210580-10057-A-0-1.xs?wsSecret=3e813d5043da81e7547112379eca63cb&wsTime=6246cce4&u=0&seqid=16487207380510000&ctype=tars_mobile&txyp=o%3Anceic2%3B&fs=bgct&t=103
 蹦迪必备神曲 嗨起来 24小时循环,http://txtest-xp2p.p2p.huya.com/src/1099531753600-1099531753600-86439755885051904-2199063630656-10057-A-0-1.xs?wsSecret=c16e699789a77395d118b00945ad7836&wsTime=6246cce8&u=0&seqid=16487207426300000&ctype=tars_mobile&fs=bgct&t=103
盛世-古筝弹小菲 【古筝弹奏】思钱想厚弹小菲,http://121.51.14.14/tx.hls.huya.com/src/2301303969-2301303969-9884025285009997824-4602731394-10057-A-0-1.flv?wsSecret=f522a2cbdd613e24922f2c173c697da7&wsTime=6246d99a&u=0&seqid=16487239927750000&ctype=tars_mobile&fs=bgct&t=103
零度-蜜桃 （长沙）人潮拥挤，我还在等你,http://121.51.14.14/tx.hls.huya.com/src/1137686823-1137686823-4886327697875140608-2275497102-10057-A-0-1.flv?wsSecret=a24f2eaf3caaf872fd1bba8a565cb16f&wsTime=6246d9a0&u=0&seqid=16487239982830000&ctype=tars_mobile&fs=bgct&t=103
168歌台 免费自助点歌台,http://121.51.14.14/tx.hls.huya.com/src/1199588953757-1199588953757-0-2399178030970-10057-A-1635144041-1.flv?wsSecret=2c6e3cd2cec701767e0ba7889ba8c20c&wsTime=6246d9a1&u=0&seqid=16487239995420000&ctype=tars_mobile&txyp=o%3Aw2%3B&fs=bgct&t=103
小舞点歌台 曲库最全＆音质最棒,http://121.51.14.14/tx.hls.huya.com/src/1048902-1048902-4504999786708992-2221260-10057-A-0-1.flv?wsSecret=71cbe905f2422395b539fbb20d59904d&wsTime=6246d9a2&u=0&seqid=16487240007760000&ctype=tars_mobile&txyp=o%3Atyeic12%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
BTS饭拍 青涩少女Josephine唯美吉他指弹,http://121.51.14.14/tx.hls.huya.com/src/1099531753533-1099531753533-86439468122243072-2199063630522-10057-A-0-1.flv?wsSecret=c69f254f4a75b7accc44d42f8a935c42&wsTime=6246d9c4&u=0&seqid=16487240345570000&ctype=tars_mobile&fs=bgct&t=103
 云蹦迪-宠粉男孩SALT,http://121.51.14.14/tx.hls.huya.com/src/1099531753531-1099531753531-86439459532308480-2199063630518-10057-A-0-1.flv?wsSecret=a93206a3a0dfff7412eb1ffce74653a3&wsTime=6246d9dd&u=0&seqid=16487240594480000&ctype=tars_mobile&txyp=o%3Awx6%3B&fs=bgct&t=103
焦梦神偷 迎来到狂野90917-90911,http://121.51.14.14/tx.hls.huya.com/src/2229557063-2229557063-9575874670150811648-4459237582-10057-A-0-1.flv?wsSecret=edde3ccfa5e3749e432d2b065f268b0b&wsTime=6246d9a4&u=0&seqid=16487240028300000&ctype=tars_mobile&txyp=o%3Anc2%3B&fs=bgct&t=103
焦梦爱点 欢迎来到我的直播间,http://121.51.14.14/tx.hls.huya.com/src/2321888321-2321888321-9972434403659350016-4643900098-10057-A-0-1.flv?wsSecret=af350d5cead004a51d08a9dfcdb745b7&wsTime=6246d9a5&u=0&seqid=16487240039240000&ctype=tars_mobile&fs=bgct&t=103
智梦妙哥 欢迎来到90917集梦90911,http://121.51.14.14/tx.hls.huya.com/src/2251970404-2251970404-9672139236739907584-4504064264-10057-A-0-1.flv?wsSecret=4c60217f4459a809663065cc49ebac6c&wsTime=6246d9a7&u=0&seqid=16487240051000000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
168丶Jay Jay歌曲点播台,http://121.51.14.14/tx.hls.huya.com/src/2369489358-2369489358-7030957237289786162-4739102172-10057-A-1637022333-1.flv?wsSecret=ecf9b712dc650e12b152a01e4872b940&wsTime=6246d9a8&u=0&seqid=16487240063900000&ctype=tars_mobile&txyp=o%3Aw2%3B&fs=bgct&t=103
林薇薇【2055】 【经典好歌】一起听,http://121.51.14.14/tx.hls.huya.com/src/1199513611939-1199513611939-5230137819875246080-2399027347334-10057-A-0-1.flv?wsSecret=5a63cf0c5632e7248f1f5bab0d651bfa&wsTime=6246d9a9&u=0&seqid=16487240076310000&ctype=tars_mobile&txyp=o%3Atyeic11%3B&fs=bgct&t=103
外音电台 外音电台专听付费音乐,http://121.51.14.14/tx.hls.huya.com/src/1244440690-1244440690-5344832065361674240-2489004836-10057-A-0-1.flv?wsSecret=a4764f96cac3539fa6ded313963ff6ee&wsTime=6246d9aa&u=0&seqid=16487240087600000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
焦梦秋阳 欢迎90911集梦90917直播间,http://121.51.14.14/tx.hls.huya.com/src/2399267992-2399267992-10304777559979589632-4798659440-10057-A-0-1.flv?wsSecret=1cd6b0f9c487c7cf2eb988b8c75f4091&wsTime=6246d9ad&u=0&seqid=16487240118230000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
焦梦聆听 欢迎来到我的直播间,http://121.51.14.14/tx.hls.huya.com/src/2221225829-2221225829-9540092292585488384-4442575114-10057-A-0-1.flv?wsSecret=3a1ed649408fb61dc0936c735f01fe1c&wsTime=6246d9ae&u=0&seqid=16487240129270000&ctype=tars_mobile&fs=bgct&t=103
津武门紫龙 欢迎来到我的直播间,http://121.51.14.14/tx.hls.huya.com/src/74941993-74941993-321873409032060928-150007442-10057-A-0-1.flv?wsSecret=b5e4c340ccede78ea2b4520c3c19ebbe&wsTime=6246d9b3&u=0&seqid=16487240180500000&ctype=tars_mobile&txyp=o%3Aj10%3B&fs=bgct&t=103
糖豆豆丶甜 点歌姬,http://121.51.14.14/tx.hls.huya.com/src/1199579470097-1199579470097-5512996454660046848-2399159063650-10057-A-0-1.flv?wsSecret=b5b943fede429f9ee7fe0ca4b7352f20&wsTime=6246d9b5&u=0&seqid=16487240199220000&ctype=tars_mobile&fs=bgct&t=103
放松轻音乐 阅读、学习专用BGM，提高专注力专用BGM,http://121.51.14.14/tx.hls.huya.com/src/1099531753569-1099531753569-86439622741065728-2199063630594-10057-A-0-1.flv?wsSecret=daeff1e2001a6a226e716c99b2bc2519&wsTime=6246d9b8&u=0&seqid=16487240223340000&ctype=tars_mobile&fs=bgct&t=103
虎口拔牙 蓝猫 - 9130808,http://121.51.14.14/tx.hls.huya.com/src/1420273450-1420273450-7077641062020151327-4556306438-10057-A-1647914679-1.flv?wsSecret=67c75340efc043a10517b71129b92f3f&wsTime=6246d9ba&u=0&seqid=16487240244000000&ctype=tars_mobile&txyp=o%3Atyeic11%3B&fs=bgct&t=103
英雄联盟-热点站 英雄联盟 经典神曲再现,http://121.51.14.14/tx.hls.huya.com/src/1099531753595-1099531753595-86439734410215424-2199063630646-10057-A-0-1.flv?wsSecret=5be1a7df47c31addf19dc23fe5d9e39c&wsTime=6246d9bb&u=0&seqid=16487240257040000&ctype=tars_mobile&fs=bgct&t=103
 陈奕迅金曲合集,http://121.51.14.14/tx.hls.huya.com/src/1099531753598-1099531753598-86439747295117312-2199063630652-10057-A-0-1.flv?wsSecret=7e0ef664587c0902296add4d19f487b4&wsTime=6246d9bc&u=0&seqid=16487240270250000&ctype=tars_mobile&fs=bgct&t=103
 RAP 经典说唱 精彩合集！！,http://121.51.14.14/tx.hls.huya.com/src/1099531753599-1099531753599-86439751590084608-2199063630654-10057-A-0-1.flv?wsSecret=513aefbac258cdd808e387e05b4def40&wsTime=6246d9bf&u=0&seqid=16487240299650000&ctype=tars_mobile&txyp=o%3Az16%3B&fs=bgct&t=103
上海牌牌姨 好声音,http://121.51.14.14/tx.hls.huya.com/src/36522695-36522695-0-40419988-10057-A-1514257516-1.flv?wsSecret=efb502e32a7871a862918fa213e7d9e4&wsTime=6246d9c1&u=0&seqid=16487240312060000&ctype=tars_mobile&txyp=o%3Awx92%3B&fs=bgct&t=103
Metalfan 金属、摇滚、动画歌曲,http://121.51.14.14/tx.hls.huya.com/src/1199574923430-1199574923430-0-2399149970316-10057-A-1617944466-1.flv?wsSecret=4fad7da3d3ff83e657c03a2861b8ac04&wsTime=6246d9c2&u=0&seqid=16487240324230000&ctype=tars_mobile&fs=bgct&t=103
音雄请回答 【歌手请回答】收官之战 歌手齐出题 片段2,http://121.51.14.14/tx.hls.huya.com/src/1259522724716-1259522724716-4712897627132264448-2519045572888-10057-A-0-1.flv?wsSecret=73d22997131c536793bbd307fcab9119&wsTime=6246d9c5&u=0&seqid=16487240358130000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
HitFM 中国电子音乐巅峰榜LIVE 精彩回放,http://121.51.14.14/tx.hls.huya.com/src/1449412663-1449412663-6225179985993269248-5120634052-10057-A-0-1.flv?wsSecret=da222f8b3ed59eaeefcc3e8c24c57096&wsTime=6246d9cc&u=0&seqid=16487240422310000&ctype=tars_mobile&fs=bgct&t=103
史蒂夫-海鸥乐队 Steve Seagulls硬汉山地摇滚现场,http://121.51.14.14/tx.hls.huya.com/src/1099531753554-1099531753554-86439558316556288-2199063630564-10057-A-0-1.flv?wsSecret=4515f29f3466468dfe71af5b6e75e175&wsTime=6246d9cf&u=0&seqid=16487240457360000&ctype=tars_mobile&fs=bgct&t=103
全能偶像 【偶像gathering】李鑫一温情再现,http://121.51.14.14/tx.hls.huya.com/src/1099531753528-1099531753528-86439446647406592-2199063630512-10057-A-0-1.flv?wsSecret=7eab1517c7e21e17c46a678577a38a31&wsTime=6246d9d1&u=0&seqid=16487240473240000&ctype=tars_mobile&fs=bgct&t=103
林丹儿 欢迎来到丹儿的直播间,http://121.51.14.14/tx.hls.huya.com/src/1199589295852-1199589295852-5555197751043555328-2399178715160-10057-A-0-1.flv?wsSecret=56af88fbc95aedc4732340fca475f3d7&wsTime=6246d9d9&u=0&seqid=16487240556710000&ctype=tars_mobile&fs=bgct&t=103
SpinninRecords Spinnin Home Sessions 3月23日直播,http://121.51.14.14/tx.hls.huya.com/src/1299518822015-1299518822015-10474130830585233408-2599037767486-10057-A-0-1.flv?wsSecret=0710d7c8d2c9a4248bf3edab0838e6be&wsTime=6246d9e0&u=0&seqid=16487240621880000&ctype=tars_mobile&txyp=o%3Anceic2%3B&fs=bgct&t=103
俩人AcousticToo 实力翻唱 俩人Acoustic Too,http://121.51.14.14/tx.hls.huya.com/src/1099531753574-1099531753574-86439644215902208-2199063630604-10057-A-0-1.flv?wsSecret=8baea88b51f69ea1a701877226154fa2&wsTime=6246d9e4&u=0&seqid=16487240663610000&ctype=tars_mobile&fs=bgct&t=103
电音先锋 【云蹦迪】双马尾小姐姐VIA返场打碟,http://121.51.14.14/tx.hls.huya.com/src/1099531753527-1099531753527-86439442352439296-2199063630510-10057-A-0-1.flv?wsSecret=983671119619380b4472b66579aca7fe&wsTime=6246d9e8&u=0&seqid=16487240708430000&ctype=tars_mobile&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
男神歌者 【歌手2】14日80强淘汰赛-星选官陆思恒驾到,http://121.51.14.14/tx.hls.huya.com/src/1099531753544-1099531753544-86439515366883328-2199063630544-10057-A-0-1.flv?wsSecret=5c4f969b0273386b586479ea11a6eae3&wsTime=6246d9ef&u=0&seqid=16487240780380000&ctype=tars_mobile&fs=bgct&t=103
MonstercatOfficial Monstercat Radio,http://121.51.14.14/tx.hls.huya.com/src/2333908498-2333908498-10024060670766481408-4667940452-10057-A-0-1.flv?wsSecret=d88cc86ce48c6ef68805bbe74cc3d503&wsTime=6246d9f3&u=0&seqid=16487240817460000&ctype=tars_mobile&txyp=o%3Awx6%3B&fs=bgct&t=103
真正的歌手2 《真正的歌手2》校园公益巡演北大站,http://121.51.14.14/tx.hls.huya.com/src/1099531753539-1099531753539-86439493892046848-2199063630534-10057-A-0-1.flv?wsSecret=e8947149c1584c3362bf3c8bc780e76a&wsTime=6246d9f6&u=0&seqid=16487240841580000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
心心念念患者 怀旧2010年代前,http://121.51.14.14/tx.hls.huya.com/src/1099531753564-1099531753564-86439601266229248-2199063630584-10057-A-0-1.flv?wsSecret=cf815b2760c92e9b5692f87c3105edb4&wsTime=6246d9fb&u=0&seqid=16487240893380000&ctype=tars_mobile&txyp=o%3An111%3B&fs=bgct&t=103
少女乐手 激燃！青春少女鼓手技术超群,http://121.51.14.14/tx.hls.huya.com/src/1099531753548-1099531753548-86439532546752512-2199063630552-10057-A-0-1.flv?wsSecret=ae1c6bf76de7369b4b1aede906b6f9cf&wsTime=6246da00&u=0&seqid=16487240940950000&ctype=tars_mobile&fs=bgct&t=103
鬼畜娘 【搞笑音乐】鬼畜视频精品合集,http://121.51.14.14/tx.hls.huya.com/src/1099531753562-1099531753562-86439592676294656-2199063630580-10057-A-0-1.flv?wsSecret=8dbd0a0175fc68a48ac25f1e56a495ea&wsTime=6246da0f&u=0&seqid=16487241098000000&ctype=tars_mobile&txyp=o%3Aq5%3B&fs=bgct&t=103
在下白苏苏 心灵治愈 放松音乐 瑜伽音乐 睡眠音乐,http://121.51.14.14/tx.hls.huya.com/src/1099531753567-1099531753567-86439614151131136-2199063630590-10057-A-0-1.flv?wsSecret=284f4e8f1fcee7b570da4e1baf85989c&wsTime=6246da6d&u=0&seqid=16487242035920000&ctype=tars_mobile&fs=bgct&t=103
主机音乐 震撼翻唱！卷轴天际原声OST,http://121.51.14.14/tx.hls.huya.com/src/1099531753552-1099531753552-86439549726621696-2199063630560-10057-A-0-1.flv?wsSecret=e92f1f9604058f9feb9f92a0adad1f90&wsTime=6246da6e&u=0&seqid=16487242047750000&ctype=tars_mobile&fs=bgct&t=103
JSJ杰思-民族乡村 阿兰《情缘》MV,http://121.51.14.14/tx.hls.huya.com/src/1199549362653-1199549362653-5383685967313895424-2399098848762-10057-A-0-1.flv?wsSecret=59a59ef23a991bbf6e31f46125c091d8&wsTime=6246da6f&u=0&seqid=16487242059270000&ctype=tars_mobile&txyp=o%3Anc2%3B&fs=bgct&t=103
MartinGarrix Martin Garrix @ETHER,http://121.51.14.14/tx.hls.huya.com/src/1199539283781-1199539283781-5340397541693325312-2399078691018-10057-A-0-1.flv?wsSecret=20c8178de8f22ef5b38e3621ac619891&wsTime=6246da71&u=0&seqid=16487242071740000&ctype=tars_mobile&fs=bgct&t=103
 GAI 精选歌单合集,http://121.51.14.14/tx.hls.huya.com/src/1099531753596-1099531753596-86439738705182720-2199063630648-10057-A-0-1.flv?wsSecret=f747c45e27ffcc97c5190def0420e93b&wsTime=6246da73&u=0&seqid=16487242091640000&ctype=tars_mobile&fs=bgct&t=103
 4K-开口跪美女惊艳翻唱,http://121.51.14.14/tx.hls.huya.com/src/1099531753571-1099531753571-86439631331000320-2199063630598-10057-A-0-1.flv?wsSecret=c15877a6512c17b1d645a7bc2f7cd8ee&wsTime=6246da74&u=0&seqid=16487242109300000&ctype=tars_mobile&txyp=o%3Atyeic12%3B&fs=bgct&t=103
DrummerSubin 甜心妹妹在线敲击你的心头,http://121.51.14.14/tx.hls.huya.com/src/1099531753559-1099531753559-86439579791392768-2199063630574-10057-A-0-1.flv?wsSecret=0498a87fa06b9ae6c80e734668d3bf97&wsTime=6246da75&u=0&seqid=16487242120490000&ctype=tars_mobile&txyp=o%3An111%3B&fs=bgct&t=103
偶像大咖秀 【艺能星舞台】王博文、徐炳超、吴映香打歌现场,http://121.51.14.14/tx.hls.huya.com/src/1099531740273-1099531740273-86382516855898112-2199063604002-10057-A-0-1.flv?wsSecret=3e4acb06ff4bf50a0d575e6957580b59&wsTime=6246da78&u=0&seqid=16487242142000000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&t=103
歌声无边界 【歌手2】张赫宣领衔王者唱将赛道,http://121.51.14.14/tx.hls.huya.com/src/1099531753545-1099531753545-86439519661850624-2199063630546-10057-A-0-1.flv?wsSecret=fab88967bee6066b78d40c71cdf04324&wsTime=6246da7a&u=0&seqid=16487242169640000&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&t=103
JSJ杰思-国风二次元 妖扬 金天-《拾梦纪》MV,http://121.51.14.14/tx.hls.huya.com/src/1199549303961-1199549303961-5383433887093358592-2399098731378-10057-A-0-1.flv?wsSecret=13024215f63451601c1f22e942efc20c&wsTime=6246da7d&u=0&seqid=16487242195680000&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&t=103
JuicyM 【直播】JUICY M LIVESTREAM PERFORMANCE,http://121.51.14.14/tx.hls.huya.com/src/1099531753558-1099531753558-86439575496425472-2199063630572-10057-A-0-1.flv?wsSecret=c447bef8128e0b14e3e2ced6c7559b49&wsTime=6246da80&u=0&seqid=16487242229910000&ctype=tars_mobile&fs=bgct&t=103
blue声色 必听民谣经典,http://121.51.14.14/tx.hls.huya.com/src/1099531753587-1099531753587-86439700050477056-2199063630630-10057-A-0-1.flv?wsSecret=6c2e33000ad8a34e0111d5b1c01fa17c&wsTime=6246da83&u=0&seqid=16487242253390000&ctype=tars_mobile&fs=bgct&t=103
GOOSEHOUSE 【直播】日系清新乐团在线不插电演出,http://121.51.14.14/tx.hls.huya.com/src/1099531753556-1099531753556-86439566906490880-2199063630568-10057-A-0-1.flv?wsSecret=5a6abadedea896e834e9110f8bc90299&wsTime=6246da86&u=0&seqid=16487242287970000&ctype=tars_mobile&fs=bgct&t=103
你才是小王 王者荣耀 「听见王者世界」音乐盛典,http://121.51.14.14/tx.hls.huya.com/src/1099531753593-1099531753593-86439725820280832-2199063630642-10057-A-0-1.flv?wsSecret=6557a35e5234a9e40dcc11fb98b4dd3e&wsTime=6246da8a&u=0&seqid=16487242323690000&ctype=tars_mobile&fs=bgct&t=103
偶像在线 【小年夜】首期嘉宾田燚,http://121.51.14.14/tx.hls.huya.com/src/1099531740276-1099531740276-86382529740800000-2199063604008-10057-A-0-1.flv?wsSecret=ec9e8ba9c9db8d51dbc0f54b4a6ba65b&wsTime=6246da93&u=0&seqid=16487242414820000&ctype=tars_mobile&fs=bgct&t=103
如果我是DJ你会爱我吗 云蹦迪 宝藏男孩三金热力返场,http://121.51.14.14/tx.hls.huya.com/src/1099531740267-1099531740267-86382491086094336-2199063603990-10057-A-0-1.flv?wsSecret=45d42b67870ba2ccfeb3655da78ad029&wsTime=6246da94&u=0&seqid=16487242429840000&ctype=tars_mobile&txyp=o%3Anc2%3B&fs=bgct&t=103
半斤七两 BGM ◆ 超级酷炫的电子音乐,http://121.51.14.14/tx.hls.huya.com/src/1099531753594-1099531753594-86439730115248128-2199063630644-10057-A-0-1.flv?wsSecret=8a6c3500483bdcd4d893347f98192ef8&wsTime=6246da98&u=0&seqid=16487242462000000&ctype=tars_mobile&fs=bgct&t=103
电音857 【云蹦迪】双马尾小姐姐VIA返场打碟,http://121.51.14.14/tx.hls.huya.com/src/1099531740270-1099531740270-86382503970996224-2199063603996-10057-A-0-1.flv?wsSecret=2076649a64dbddb2a6561249dc245c87&wsTime=6246da9b&u=0&seqid=16487242491440000&ctype=tars_mobile&fs=bgct&t=103
